Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",23/01/2025,Sales Invoice,JL.2025.1570,"",-1.0,8.0,UNIT,5193693.693694,4829153.477477,41549549.549552
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",04/02/2025,Sales Invoice,JL.2025.2312,"SPJ WHITE KNIGHT
27.100.000
belum ttd
1 printer jadi nota service",-3.0,5.0,UNIT,5193693.693694,5495495.495495,25968468.46847
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",18/02/2025,Sales Invoice,JL.2025.3397,ANUGRAH DOMPU ,-1.0,4.0,UNIT,5193693.693694,5360360.36036,20774774.774776
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",19/02/2025,Sales Invoice,JL.2025.3422,"",-1.0,3.0,UNIT,5193693.693694,5360360.36036,15581081.081082001
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",21/02/2025,Sales Invoice,JL.2025.3572,"",-1.0,2.0,UNIT,5193693.693694,5270270.27027,10387387.387388
"","* ACER LITE AL14 51M 14"" Ci3 1215U 8GB 256GB SSD WIN 11 #",23/02/2025,Sales Invoice,JL.2025.3667,ANUGRAH DOMPU ,-1.0,1.0,UNIT,5193693.693694,5373873.873874,5193693.693694
"",* ACER LITE AL14-51M i5-1235U 16GB 512GB SSD WIN 11 SILVER #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,8600000.0,8900000.0,0.0
"",* ACER NITRO 5 AN515-57-52BQ CI5-11400H 8GB 512GB SSD RTX 3050 4GB W11 NW,31/12/2024,Saldo Awal,"","","",0.0,UNIT,12087387.387387,12567567.567568,0.0
"",* ACER NITRO V15 ANV15 - 51 Ci7-13620H 2X8GB DDR5  512SSD RTX 2050 4GB GDDR6 WIN 11 #,11/01/2025,Purchase Invoice,JL.2501.03691,"",1.0,1.0,UNIT,12117117.117117,12117117.117117,12117117.117117
"",* ACER NITRO V15 ANV15 - 51 Ci7-13620H 2X8GB DDR5  512SSD RTX 2050 4GB GDDR6 WIN 11 #,16/01/2025,Sales Invoice,JL.2025.937,"",-1.0,0.0,UNIT,12117117.117117,12477477.477477,0.0
"",* ACER NITRO V15 ANV15 51 542G Ci5 - 13420H 8GB 512GB SSD RTX 2050 4GB WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,9270270.27027,10360360.36036,0.0
"",* ACER PREDATOR NITRO 5 AN515 - 58 Ci5-12500H 8 512 SSD RTX 3050 WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,10585585.585586,11081081.081081,0.0
"",* ACER SPIN 3 ACTIVE SP313 Ci5-1135G7 8GB 512GB SSD INTEL IRIS XE WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,10180180.18018,10180180.18018,0.0
"",* ACER SPIN 3 i3 - N305 8GB SSD 512GB WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,7364873.873874,8108108.108108,0.0
"",* ACER SWIFT 14 SF14-71T Ci7-13700H 16GB 1TB SSD IRIS XE GRAPHICHS 96 EU WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,15126126.126126,15720720.720721,0.0
"",* ACER SWIFT 3 INFINITY 4 CI5 1135G7 16GB 512GB SSD IRIS XE WIN 10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,11286363.636364,11818181.818182,0.0
"",* ACER SWIFT 3 INFINITY 4 CI7-1165G7 16GB,31/12/2024,Saldo Awal,"","","",0.0,UNIT,12990909.090909,13818181.818182,0.0
"",* ACER SWIFT 3 SF314-42-R27X AMD RYZEN 5 4500U 8GB 512GB SSD WIN10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,8354545.454545,8636363.636364,0.0
"",* ACER SWIFT GO OLED 14 SFG14 CORE ULTRA 7 155H 16GB 512GB SSD WIN 11 #,21/02/2025,Purchase Invoice,JL.2502.06783,"",1.0,1.0,UNIT,13279279.279279,13279279.279279,13279279.279279
"",* ACER SWIFT GO OLED 14 SFG14 CORE ULTRA 7 155H 16GB 512GB SSD WIN 11 #,01/03/2025,Sales Invoice,JL.2025.3738,RAHMA DPMP,-1.0,0.0,UNIT,13279279.279279,18018018.018018,0.0
"",* ACER SWIFT OLED SF31 Ci5-12500H 16GB 512GB SSD IRIS XE GRAPHICS 80EU WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,11558558.558559,11621621.621622,0.0
"",* ACER SWIFT X SFX14 72G CORE ULTRA 7 155H 32GB 1TB SSD RTX 4050 6GB WIN 11 *,31/12/2024,Saldo Awal,"","","",0.0,UNIT,21617117.117117,27927927.927928,0.0
"","* ACER TRAVEL MATE TMP214-52 CI3-10110 4GB 512GB SSD 14""",31/12/2024,Saldo Awal,"","","",0.0,UNIT,5354327.541827,5585585.585586,0.0
"",* ACER TRAVELMATE P214 CORE I7 1335U 8GB 512GB SSD WIN 11 VGA 4GB WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,14562162.162162,15675675.675676,0.0
"","* ACER VERO AV15-51-547X CI5 1155G7 8GB SSD 512GB VGA IRIS XE 15,6""",31/12/2024,Saldo Awal,"","","",0.0,UNIT,9576576.576577,9864864.864865,0.0
"",* ADAPTOR AXIOO HYPE 1 12V 2A,31/12/2024,Saldo Awal,"","","",1.0,PCS,67567.567568,112612.612613,67567.567568
"",* ADAPTOR AXIOO HYPE 1 12V 2A,03/03/2025,Sales Invoice,JL.2025.4111,"",-1.0,0.0,PCS,67567.567568,180180.18018,0.0
"",* ADAPTOR AXIOO HYPE 1 12V 2A,15/03/2025,Purchase Invoice,16390,"",2.0,2.0,PCS,67567.567568,67567.567568,135135.135136
"",* ADAPTOR AXIOO HYPE 1 12V 2A,16/03/2025,Sales Invoice,JL.2025.4799,"",-1.0,1.0,PCS,67567.567568,180180.18018,67567.567568
"",* ADAPTOR AXIOO HYPE 1 12V 2A,02/04/2025,Sales Invoice,JL.2025.5589,"",-1.0,0.0,PCS,67567.567568,135135.135135,0.0
"",* ADAPTOR AXIOO HYPE 10,15/03/2025,Purchase Invoice,16390,"",2.0,2.0,PCS,67567.567568,67567.567568,135135.135136
"",* ADAPTOR AXIOO HYPE 10,19/05/2025,Sales Invoice,JL.2025.8725,"",-1.0,1.0,PCS,67567.567568,162162.162162,67567.567568
"",* ADAPTOR AXIOO HYPE 10,19/06/2025,Sales Invoice,JL.2025.10384,"",-1.0,0.0,PCS,67567.567568,153153.153153,0.0
"",* AIO ACER C22 - 1650 CI3-1115G4 4GB 1TB WIN10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6577272.727273,6801801.801802,0.0
"",* AIO ACER C22 - 1650 Ci3-1115G4 4GB 512GB SSD WIN 10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,7128787.878788,7363636.363636,0.0
"",* AIO ACER C22 - 1650 Ci5-1135G7 4GB 512GB SSD WIN11 (BL),31/12/2024,Saldo Awal,"","","",0.0,UNIT,8369369.369369,8648648.648649,0.0
"",* AIO ACER C22 - 1700 Ci5-1235U 8GB 512GB SSD INTEL IRIS XE WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,9013513.513514,9369369.369369,0.0
"",* AIO ACER C22-963 Ci3-1005G1 4GB 1TB HDD W10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6127272.727273,6363636.363636,0.0
"",* AIO ACER C24 - 1650 Ci3 - 1115G4 8GB 512GB SSD #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6837837.837838,6756756.756757,0.0
"",* AIO ACER C24-1650 CI3-1115G4 4GB 512GB SSD WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,7422727.272727,7818181.818182,0.0
"",* AIO ACER C24-963 Ci3-1005G1 4GB 512GB SSD W10 + OHS,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6709090.909091,7000000.0,0.0
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6124839.124839,9909909.90991,0.0
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,14/03/2025,Purchase Invoice,JL.2503.04906,"",3.0,3.0,UNIT,6022522.522523,6022522.522523,18067567.567569
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,14/03/2025,Sales Invoice,JL.2025.4684,400000,-3.0,0.0,UNIT,6022522.522523,6441441.441441,0.0
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,07/05/2025,Purchase Invoice,JL.2505.02255,"",1.0,1.0,UNIT,5977477.477477,5977477.477477,5977477.477477
"",* AIO ASUS A302WBAK Ci3 1215U 8GB 512GB SSD WIN 11 HOME #,09/05/2025,Sales Invoice,JL.2025.8025,"PIC BU ENDANG :
0852 3928 8899",-1.0,0.0,UNIT,5977477.477477,6531531.531532,0.0
"",* AIO ASUS A3202 Ci5-1235U 8GB 512GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,8256756.756757,8738738.738739,0.0
"",* AIO ASUS A3202WBAK I3-1215U 8GB 256GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",1.0,UNIT,5900900.900901,8987387.387387,5900900.900901
"",* AIO ASUS A3202WBAK I3-1215U 8GB 256GB SSD WIN 11 #,27/01/2025,Sales Invoice,JL.2025.1813,"",-1.0,0.0,UNIT,5900900.900901,5316126.936937,0.0
"",* AIO ASUS A3202WVAK Ci3-1315U 8GB 512GB SSD WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,7000000.0,9009009.009009,0.0
"","* AIO ASUS E3402WVAK i7-1355U 8GB 512GB SSD 23'8"" WIN 11",31/12/2024,Saldo Awal,"","","",0.0,UNIT,11621621.621622,11981981.981982,0.0
"","* AIO ASUS E402WBAK CORE I7 1255U 8GB 512GB SSD 23,8"" #",31/12/2024,Saldo Awal,"","","",0.0,UNIT,11396396.396396,16981981.981982,0.0
"","* AIO ASUS V222FAK CI3 10110U 4GB 1TB 21'5"" NW",31/12/2024,Saldo Awal,"","","",0.0,UNIT,5693693.693694,5990990.990991,0.0
"",* AIO ASUS V222FAK CI3-10110U 4GB 256GB SSD WIN 11 NW,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6031531.531532,6036036.036036,0.0
"",* AIO ASUS V222FAK CI5-10210U 4GB 256GB SSD WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,8134234.234235,9090171.252333,0.0
"",* AIO ASUS V222FAK-BA3411T Ci3-10110U 4GB 1TB + 128GB SSD,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6409909.90991,6756756.756757,0.0
"",* AIO ASUS V222FAK-BA342T-90PT02G1-M00560 CI3-10110U SSD,31/12/2024,Saldo Awal,"","","",0.0,PCS,5900000.0,6272727.272727,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 1TB HDD WIN 11 NW,31/12/2024,Saldo Awal,"","","",0.0,UNIT,4243243.243243,4639639.63964,0.0
"",* AIO ASUS V222GAK INTEL J4025 4GB 256GB SSD #,31/12/2024,Saldo Awal,"","","",1.0,UNIT,4566385.135135,4909909.90991,4566385.135135
"",* AIO ASUS V222GAK WA141T INTEL J4025 4GB 1TB WIN 10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,4786363.636364,5113636.363636,0.0
"",* AIO ASUS V222UAK  BA341T  Ci3 Win10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5609090.909091,5954545.454545,0.0
"",* AIO ASUS V222UBK WA541T 90PT0272 M01480 Ci5 VGA w10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,8031818.181818,15500000.0,0.0
"",* AIO ASUS V241EAK - BA785W Ci7-1165G7 8GB 512GB SSD,31/12/2024,Saldo Awal,"","","",0.0,UNIT,12000000.0,12927927.927928,0.0
"","* AIO ASUS V241EPT 23.8"" INTEL I7 -1165G7 / NVIDIA MX 330 2GB / 16GB DDR 4 / 1TB HDD + 256GB SSD",31/12/2024,Saldo Awal,"","","",0.0,UNIT,15227272.727273,15545454.545455,0.0
"",* AIO HP 200 PRO G4 22 CI3 - 10110U 4GB 1TB HDD DVD RW WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5716216.216216,6126126.126126,0.0
"",* AIO HP 22 DF0145D 1V7D8AA INTEL J4025 4GB 1TB,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5193693.693694,5368468.468468,0.0
"",* AIO HP 24 - DF1012D - 397J8PA Ci5-1135G7 8GB 512GB SSD,31/12/2024,Saldo Awal,"","","",0.0,UNIT,10190909.090909,12112243.818182,0.0
"",* AIO HP 24 Ci5 1235U 8GB 512GB SSD WIN11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,9432432.432432,13250000.0,0.0
"",* AIO HP 24 CR1126D ULTRA 7 155U 16GB 512GB SSD INTEL IRIS XE GRAPHICS WIN 11 *,31/12/2024,Saldo Awal,"","","",0.0,UNIT,13918918.918919,18918918.918919,0.0
"","* AIO LENOVO 3 22IMB05-F0EV0092ID Ci5-10400T 8GB 1TB 21,5"" FHD TOUCH SCREEN",31/12/2024,Saldo Awal,"","","",0.0,UNIT,10380000.0,13987000.0,0.0
"",* AIO LENOVO IDEACENTRE 27IRH9 Ci5-13420H 8GB 512GB SSD WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,9846846.846847,13468468.468468,0.0
"",* AIO LENOVO IDEACENTRE 3 22ITL6 Ci3 - 1115G4 4GB 256GB SSD WIN 11 WHITE,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6569369.369369,6846846.846847,0.0
"",* AIO LENOVO IDEACENTRE A340 CI3-10110U 4GB 1TB HDD,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6309090.909091,6727272.727273,0.0
"",* AIO LENOVO IDEACENTRE A340-24IWL CI3-10110U 4GB 512GB SSD,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6486363.636364,6772727.272727,0.0
"",* ALL IN ONE ACER C22 1700 Ci3 1215U 8GB 512GB WIN 11,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6387387.387387,8738738.738739,0.0
"",* ALL IN ONE ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11,31/12/2024,Saldo Awal,"","","",2.0,UNIT,4970720.720721,5000000.0,9941441.441442
"",* ALL IN ONE ASUS A3202WBAK INTEL 7305 8GB 256GB SSD WIN 11,05/01/2025,Sales Invoice,JL.2025.0,ANUGRAH DOMPU ,-2.0,0.0,UNIT,4970720.720721,5225225.225225,0.0
"",* ALL IN ONE LENOVO IDEACENTRE 3 22IAP7 Ci3-1215U 8GB 256GB SSD #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,6099099.099099,6396396.396396,0.0
"",* ALL IN ONE PC ACER C20 830 BC0SN.003,31/12/2024,Saldo Awal,"","","",0.0,UNIT,3999202.61157,4181818.181818,0.0
"",* APC SRC1KI,31/12/2024,Saldo Awal,"","","",0.0,UNIT,4234234.234234,4444444.144144,0.0
"",* APC SRT6KXLI,31/12/2024,Saldo Awal,"","","",0.0,UNIT,40090090.09009,40990990.990991,0.0
"",* APPLE MACBOOK AIR 13 M2 8GB 256GB SPACE GREY,31/12/2024,Saldo Awal,"","","",0.0,UNIT,15846846.846847,13513513.513514,0.0
"",* ASUS A1400EA Ci3-1115G4 8GB 256GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5168918.918919,5531531.531532,0.0
"",* ASUS A1400EA FHD I3-1115G4 4GB 256GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5036036.036036,5495495.495495,0.0
"",* ASUS A1400EA VIPS352 i3-1115G4 8GB 512GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,5400900.900901,5855855.855856,0.0
"",* ASUS A1402ZA-IPS552 CI5-1235U 8GB 512GB SSD WIN 11 #,31/12/2024,Saldo Awal,"","","",0.0,UNIT,7657657.657658,8198198.198198,0.0
"","* ASUS A1502ZA Ci5-1235U 8GB 512GB WIN 11 15"" TOUCH",31/12/2024,Saldo Awal,"","","",0.0,UNIT,8065765.765766,1801801.801802,0.0
"",* ASUS A409M N4020 4GB SSD 256GB WIN 10,31/12/2024,Saldo Awal,"","","",0.0,UNIT,4954545.454545,5545454.545455,0.0
